"pk","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Confirmed","Notes"
"3305401700","allwood1999semantics","3998764195",">","1524100757",NA,NA,"","","","",NA,""
"993915177","allwood1999semantics","3998764195",">","2068579055",NA,NA,"","","","",NA,""
"2322819076","allwood1999semantics","3998764195",">","4166268011",NA,NA,"","","","",NA,""
"1478365969","allwood1999semantics","3998764195",">","1462426401",NA,NA,"","","","",NA,""
"2352046533","allwood1999semantics","3998764195",">","2730105604",NA,NA,"","","","",NA,""
"2514683097","allwood1999semantics","3998764195",">","2925459191",NA,NA,"","","","",NA,""
"3950872809","allwood1999semantics","3998764195",">","2023180269",NA,NA,"","","","",NA,""
"1224193609","allwood1999semantics","3998764195",">","603396477",NA,NA,"","","","",NA,""
"2600572571","allwood1999semantics","593568304",">","1125234189",NA,NA,"Cognitive semantics","cultural evolution","hypothesis","",NA,"six categories which have turned out to be useful in conceptual-semantic analysis of many languages. They have also often been pointed out by philosophers engaged in conceptual analysis, cf. Aristotle (1938), Kant (1975), Husserl (1913), Barwise and Perry (1983)."
"2264787217","allwood1999semantics","3588124141",">","593568304",NA,NA,"","","","",NA,""
"5249078","allwood1999semantics","3588124141",">","3998764195",NA,NA,"","","","",NA,""
"4241775566","deboer99selfOrganisation","3855161016",">","2077371872","pos",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"3545362010","deboer99selfOrganisation","3855161016",">","445369745","neg",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"3935520674","deboer99selfOrganisation","2077371872",">","1989993081","neg",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"3766208508","deboer99selfOrganisation","1535144982",">","1989993081","neg",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"3462481150","deboer99selfOrganisation","445369745",">","1989993081","neg",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"3002280929","deboer99selfOrganisation","2077371872",">","2302538404","pos",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"2429224653","deboer99selfOrganisation","445369745",">","2302538404","neg",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"374898347","deboer99selfOrganisation","1535144982",">","2302538404","neg",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"3146851738","deboer99selfOrganisation","1445658945",">","1923061136","pos",NA,"phonetics","cultural evolution","simulation","communication game","yes",NA
"58514512","dipaolo99onThe","2150046662",">","192103293","neg",NA,"signalling","cultural evolution","model","",NA,NA
"49333029","dipaolo99onThe","192103293",">","1923061136","pos",NA,"signalling","cultural evolution","model","",NA,NA
"1688067171","dipaolo99onThe","2421976704",">","1738752158","pos",NA,"signalling","cultural evolution","model","",NA,NA
"3941858572","Nettle1999a","1746840506",">","1317752949","neg",NA,NA,"language change","simulation","","","""language change may be faster in small communities"""
"2902672482","Nettle1999a","1746840506",">","3408910299","neg",NA,NA,"language change","simulation","","","""linguistic borrowing is one sense more likely in small communities"""
"861262451","Nettle1999a","1746840506",">","1996323429","neg",NA,NA,"language change","simulation","","","""the evolution of linguistically marked structures is more likely in small communities."""
"1786459390","macneilage00onThe","457960058",">","2748439410",NA,NA,NA,NA,NA,NA,NA,"In our view, the crossing of the Rubicon for true speech was not achieved by sudden genetic change. Instead, it was the result of a two-stage development. The first stage in- volved ancestral hominids borrowing simple available biomechanical properties of the sys- tem-the frame, together with static, nonresting tongue configurations-by means of classic Darwinian descent with modification, to give the three CV co-occurrence patterns. Then, an initial increase in intersyllabic serial complexity was achieved by means of the LC pattern, as a result of a self-organizational interaction of bi- omechanics, movement initiation constraints, and culturally mediated cognition (46-48)."
"2247508728","cangelosi01howNouns","3959793124",">","2981317160","pos",NA,"lexicon","preadaptation","simulation","neural network","yes","recognise different food types (visually)"
"4038865945","cangelosi01howNouns","1325890961",">","1168104041","pos",NA,"lexicon","preadaptation","simulation","neural network","yes","approach or avoid food"
"1713700236","cangelosi01howNouns","2981317160",">","3031258614","pos",NA,"lexicon","preadaptation","simulation","neural network","yes",""
"313791327","cangelosi01howNouns","1168104041",">","3634902485","pos",NA,"lexicon","preadaptation","simulation","neural network","yes",""
"3138236784","cangelosi01howNouns","3031258614",">","1109429773","pos",NA,"lexicon","preadaptation","simulation","neural network","yes",""
"261108026","cangelosi01howNouns","3634902485",">","204556361","pos",NA,"lexicon","preadaptation","simulation","neural network","yes",""
"3716399553","cangelosi01howNouns","1109429773",">","3031258614","pos",NA,"lexicon","coevolution","simulation","neural network","yes","What about link to syntax?"
"2377154732","cangelosi01howNouns","204556361",">","3634902485","pos",NA,"lexicon","coevolution","simulation","neural network","yes",""
"4144818843","akaishi03misperception","3929034535",">","3741147557","pos",NA,"signalling","coevolution","simulation","population","yes",NA
"3279274480","akaishi03misperception","3741147557",">","1568653435","pos",NA,"signalling","coevolution","simulation","population","yes",NA
"2874929278","akaishi03misperception","611107992",">","3741147557","neg",NA,"signalling","coevolution","simulation","population","yes",NA
"1526072218","corballis2003hand","2413943838",">","3286382177","pos",NA,"anthropology","preadaptation","review","","",NA
"1048749643","corballis2003hand","170243050",">","3286382177","pos",NA,"anthropology","preadaptation","review","","",NA
"3781722774","corballis2003hand","893780426",">","228163819","pos",NA,"neurology","preadaptation","hypothesis","","",NA
"2030848126","corballis2003hand","2571402292",">","228163819","pos",NA,"anthropology","preadaptation","review","","",NA
"500274383","corballis2003hand","3286382177",">","228163819","pos",NA,"anthropology","coevolution","logical","","",NA
"2373465132","corballis2003hand","228163819",">","391008209","pos",NA,"anthropology","coevolution","hypothesis","","",NA
"2979539838","corballis2003hand","2390379791",">","391008209","pos",NA,"anthropology","preadaptation","review","","",NA
"3726101194","corballis2003hand","122473181",">","228163819","pos",NA,"psychology","preadaptation","hypothesis","","",NA
"3871865836","corballis2003hand","974945248",">","228163819","pos",NA,"psychology","preadaptation","hypothesis","","",NA
"3193620659","corballis2003hand","2413943838","<=>","170243050","n-m",NA,"anthropology","coevolution","review","","",NA
"1728325236","kusters_2003","3837172764",">","1740533781",NA,NA,NA,"language change","qualitative","",NA,"Very detailed qualitative socio-historical and linguistic analysis of four linguistic situations (Scandinavian, Swahili, Arabic, Quechuan) that show simplification of verbal inflection in those (and only those) varieties among closely related languages that were influenced by heavy language contact. This publication is the basis for Kusters 2008 that is already in the database."
"1742720148","vogt03ecal","3758064816",">","1015851892","pos",NA,"signalling","cultural evolution","simulation","communication game","yes",NA
"2615810473","vogt03ecal","3758064816",">","2100327343","neg",NA,"signalling","cultural evolution","simulation","communication game","yes",NA
"331994827","dunbar2004gossip","1683706509",">","3260460435","pos",NA,NA,"coevolution","review","",NA,"free riders become increasingly more intrusive as social group sizes increase or society becomes more dispersed, principally because under each of these conditions free riders benefit from having large numbers of naive individuals whom they can exploit (Enquist & Leimar, 1993)"
"2949559456","dunbar2004gossip","1546524409",">","3260460435","neg",NA,NA,"coevolution","hypothesis","",NA,"The control of free riders is largely dependent on memory of past events (occasions on which they have cheated us or reneged on implicit contracts) and an appreciation of how they might afflict others (which depends on sophisticated cognitive abilities such as theory of mind)."
"1953296135","dunbar2004gossip","1810583129",">","3260460435","neg",NA,NA,"coevolution","hypothesis","",NA,"The control of free riders is largely dependent on memory of past events (occasions on which they have cheated us or reneged on implicit contracts) and an appreciation of how they might afflict others (which depends on sophisticated cognitive abilities such as theory of mind)."
"3836684429","dunbar2004gossip","1566348642",">>","1729858907","pos",NA,NA,"coevolution","hypothesis","",NA,"The ability to see the world from another person's point of view is a fundamental prerequisite for successful social interaction. ' language itself probably requires at least second-order intentionality and, possibly, higher levels (Dunbar, 1998b)."
"2827793983","dunbar2004gossip","2158918017",">","1683706509","pos",NA,NA,"coevolution","review","",NA,"For monkeys and apes, predators are the single most important factor influencing group size: As a species' ecological habits expose it to increased risk of attack by predators, so its group size must be proportionately larger to protect its members (for reviews, see Dunbar, 1988, 1996a)"
"1445136571","dunbar2004gossip","1683706509","~","3234019456","pos",NA,NA,"coevolution","review","",NA,"the amount of grooming that primates do is directly related to the size of the groups they live in, apparently because the effectiveness with which an alliance works is a simple function of the amount of time devoted to grooming by its members."
"3323204224","dunbar2004gossip","1683706509",">","3075904593","pos",NA,NA,"coevolution","review","",NA,"As group size increases, individuals are subjected to increasing levels of ... reproductive stress (harassment by others is sufficient to de- stabilize a female' s menstrual hormone cycles, leading to anovulatory or infertile cycles; for a review, see Dunbar, 1988)."
"2992245817","dunbar2004gossip","3075904593",">","352530431","pos",NA,NA,"coevolution","review","",NA,"As group size increases, individuals are subjected to increasing levels of ... reproductive stress (harassment by others is sufficient to de- stabilize a female' s menstrual hormone cycles, leading to anovulatory or infertile cycles; for a review, see Dunbar, 1988)."
"2948253680","dunbar2004gossip","1683706509",">","379726749","neg",NA,NA,"coevolution","review","",NA,"As group size increases, individuals are subjected to increasing levels of ecological competition (local food sources are exhausted more quickly, forcing animals to search more widely for food)"
"4079518676","dunbar2004gossip","1683706509",">","4106631776","",NA,NA,"coevolution","review","",NA,"As group size increases, individuals are subjected to increasing levels of ecological competition (local food sources are exhausted more quickly, forcing animals to search more widely for food)"
"2330027992","dunbar2004gossip","352530431",">","118442298","",NA,NA,"coevolution","review","",NA,"harassment by others is sufficient to de-stabilize a female' s menstrual hormone cycles, leading to anovulatory or infertile cycles; for a review, see Dunbar, 1988"
"1244084357","dunbar2004gossip","3234019456",">","324276046","pos",NA,NA,"coevolution","review","",NA,"grooming is extremely effective at releasing endorphins"
"2703289022","dunbar2004gossip","324276046",">","3784310726","pos",NA,NA,"coevolution","review","",NA,"These alliances are bonded through social grooming (a process that is mediated pharmacologically through the release of endorphins) ... "
"1838785766","dunbar2004gossip","3234019456",">","1396348168","neg",NA,NA,"coevolution","review","",NA,"The flood of opiates triggered by being groomed (and perhaps even by the act of grooming itself) generates a sense of relaxation (grooming lowers heart rate, reduces signs of nervousness such as scratching, and can so relax the groomee that it may even fall asleep; Goosen, 1981)."
"1866494817","dunbar2004gossip","3234019456",">","3824356552","neg",NA,NA,"coevolution","review","",NA,"The flood of opiates triggered by being groomed (and perhaps even by the act of grooming itself) generates a sense of relaxation (grooming lowers heart rate, reduces signs of nervousness such as scratching, and can so relax the groomee that it may even fall asleep; Goosen, 1981)."
"3983037645","dunbar2004gossip","352530431","~=","3824356552","neg",NA,NA,"coevolution","review","",NA,"The flood of opiates triggered by being groomed (and perhaps even by the act of grooming itself) generates a sense of relaxation (grooming lowers heart rate, reduces signs of nervousness such as scratching, and can so relax the groomee that it may even fall asleep; Goosen, 1981)."
"1084751917","dunbar2004gossip","352530431","~=","1396348168","pos",NA,NA,"coevolution","review","",NA,"The flood of opiates triggered by being groomed (and perhaps even by the act of grooming itself) generates a sense of relaxation (grooming lowers heart rate, reduces signs of nervousness such as scratching, and can so relax the groomee that it may even fall asleep; Goosen, 1981)."
"2909109455","dunbar2004gossip","3234019456",">","3784310726","pos",NA,NA,"coevolution","hypothesis","",NA,"the effectiveness with which an alliance works is a simple function of the amount of time devoted to grooming by its members."
"4260915923","dunbar2004gossip","379726749",">","352530431","neg",NA,NA,"coevolution","hypothesis","",NA,"As group size increases, individuals are subjected to increasing levels of ecological competition (local food sources are exhausted more quickly, forcing animals to search more widely for food)"
"1938388444","dunbar2004gossip","3213687340",">","3784310726","pos",NA,NA,"coevolution","hypothesis","",NA,"Speech allows us both to interact with a number of individuals simultaneously (grooming is a strictly one-on-one activity) and to exchange information about the state of our social network"
"3626409804","dunbar2004gossip","542539479",">","1546524409","pos",NA,NA,"coevolution","review","",NA,"it is necessary both to evolve the cognitive machinery to underpin the management of the social relationships involved (essentially a larger neocortex)"
"452576932","dunbar2004gossip","542539479",">","1810583129","pos",NA,NA,"coevolution","review","",NA,"it is necessary both to evolve the cognitive machinery to underpin the management of the social relationships involved (essentially a larger neocortex)"
"3854705915","dunbar2004gossip","542539479",">","1566348642","pos",NA,NA,"coevolution","review","",NA,"it is necessary both to evolve the cognitive machinery to underpin the management of the social relationships involved (essentially a larger neocortex)"
"4054697867","dunbar2004gossip","4106631776",">","3234019456","",NA,NA,"coevolution","hypothesis","",NA,"the time investment required by grooming is ultimately limited by the demands of foraging"
"2345633104","dunbar2004gossip","1729858907",">>","3213687340","",NA,NA,"coevolution","hypothesis","",NA,""
"1746326668","dunbar2004gossip","118442298",">","1957173644","",NA,NA,"coevolution","review","",NA,"harassment by others is sufficient to de- stabilize a female' s menstrual hormone cycles, leading to anovulatory or infertile cycles"
"3582044980","dunbar2004gossip","3784310726",">","352530431","neg",NA,NA,"coevolution","review","",NA,"But group living comes at a cost in terms of the stresses it imposes on the individual. ... Monkeys and apes solve this problem by forming alliances that buffer them against these costs, thus facilitating the cohesion of large social groups. "
"3607380992","dunbar2004gossip","3213687340","^","542539479","pos",NA,NA,"coevolution","hypothesis","",NA,"the cognitive demands of gossip are the very reason why such large brains evolved in the human lineage."
"1050691020","dunbar2004gossip","3260460435",">","379726749","neg",NA,NA,"coevolution","hypothesis","",NA,""
"1144642206","ke04phd","2630414457",">","736844491","pos",NA,NA,"preadaptation","review",NA,NA,NA
"2581856534","ke04phd","736844491",">","2413943838","pos",NA,NA,"preadaptation","review",NA,NA,NA
"826925511","majid2004can","2941615351",">","2287359411",NA,NA,"","","","","",""
"2894691290","majid2004can","2941615351",">","313563106",NA,NA,"","","","","",""
"1221341709","majid2004can","2941615351",">","1616298410",NA,NA,"","","","","",""
"3551971199","majid2004can","313563106","<=>","1616298410",NA,NA,"Frame of Reference","cultural evolution","review","","yes","Iconic gestures (e.g. depicting a movement trajectory) and pointing gestures can reflect aspects of a speaker’s non-linguistic spatial representation"
"2086930493","majid2004can","2287359411","<=>","1616298410",NA,NA,"Frame of Reference","cultural evolution","review","","yes","Analysis of gestures in different cultures reveals that the default gestural FoR matches the predominant linguistic FoR."
"2579598828","majid2004can","2287359411","<=>","313563106",NA,NA,"Frame of Reference","cultural evolution","experiment","","yes","people do indeed use different non-linguistic FoRs to do the same tasks, and that these non-linguistic FoRs align with the preferred FoR of their language"
"1078386213","majid2004can","313563106",">","1319593053",NA,NA,"Frame of Reference","cultural evolution","model","","yes",""
"1597964215","majid2004can","313563106",">","4261484774",NA,NA,"Frame of Reference","cultural evolution","model","","yes",""
"3997827337","majid2004can","313563106",">","593365809",NA,NA,"Frame of Reference","cultural evolution","model","","yes",""
"671234671","majid2004can","1616298410",">","4261484774",NA,NA,"Frame of Reference","cultural evolution","model","","yes",""
"60508123","majid2004can","1616298410",">","1319593053",NA,NA,"Frame of Reference","cultural evolution","model","","yes",""
"1514654372","majid2004can","1616298410",">","593365809",NA,NA,"Frame of Reference","cultural evolution","model","","yes",""
"918238887","majid2004can","2287359411",">","4261484774",NA,NA,"Frame of Reference","cultural evolution","model","","yes","strategy for specifying the spatial relationship between the thing to be located (referent or figure) and the landmark (or ground object). Example - intrinsic FoR: ‘the fork is beside the spoon"
"3351392704","majid2004can","2287359411",">","1319593053",NA,NA,"Frame of Reference","cultural evolution","model","","yes","strategy for specifying the spatial relationship between the thing to be located (referent or figure) and the landmark (or ground object). Example - absolute FoR: ‘the fork is to the north of the spoon"
"3337098413","majid2004can","2287359411",">","593365809",NA,NA,"Frame of Reference","cultural evolution","model","","yes","strategy for specifying the spatial relationship between the thing to be located (referent or figure) and the landmark (or ground object). Example - relative FoR: ‘the fork is to the left of the spoon"
"168172308","majid2004can","3719167349","<=>","2941615351",NA,NA,"Frame of Reference","cultural evolution","review","","yes","linguistic diversity aligns with cognitive diversity, as shown in people’s language independent solutions to spatial tasks and un-selfconscious gestures accompanying speech; Rather than cognitive categories being universal and giving rise to universal semantic categories, as is typically supposed, it seems that cognitive categories are variable and they align with cross-linguistically variable semantic categories"
"4045538854","hudson2005regularizing","1369442256","~=","3495191649","pos",NA,"regularity, creoles","language change","review","","","earliest stages in creoles should exhibit unpredictable variability, creoles at later stages don't"
"3652216593","hudson2005regularizing","2629107599",">","251023881","pos",NA,"regularity","language change","experiment","","yes","adults regularized, children didn't"
"4015222104","hudson2005regularizing","251023881",">","1369442256","pos",NA,"regularity","language change","review","","",""
"3057805873","lee2005role","1891808124",">","1923061136","pos",NA,"Population structure","language change","model","",NA,NA
"1340927577","lee2005role","117108001",">","1923061136","pos",NA,"Population structure","language change","model","",NA,NA
"3465784534","macwhinney2005language","2413943838",">","3286382177","pos",NA,NA,"preadaptation",NA,NA,NA,NA
"825094920","macwhinney2005language","2413943838",">","2269326524","pos",NA,NA,"preadaptation",NA,NA,NA,NA
"888211955","wang05verticalAndHorizontalTransmission","3408910299",">","2273399571","pos",NA,"signalling","language change","statistical",NA,"yes",NA
"1112758081","dallasta06languageGamesNetworks","1746840506",">","1923061136","neg",NA,"signalling","cultural evolution","simulation","","null",NA
"2905385591","dallasta06languageGamesNetworks","4248256416",">","2150046662","pos",NA,"signalling","cultural evolution","simulation","","null",NA
"3541019126","dallasta06languageGamesNetworks","2150046662",">","1923061136","pos",NA,"signalling","cultural evolution","simulation","","",NA
"1822057953","dallasta06microscopicPatterns","2150046662",">","1923061136","neg",NA,"signalling","cultural evolution","model","",NA,NA
"2666442426","nettle06costsAndBenefits","391008209",">","445369745","neg",NA,"signalling","coevolution","hypothesis",NA,"yes",NA
"950401639","nettle06costsAndBenefits","391008209",">","1005906399","neg",NA,"signalling","coevolution","hypothesis",NA,"yes",NA
"4108429839","nettle06costsAndBenefits","391008209",">","3810575075","pos",NA,"signalling","coevolution","hypothesis",NA,"yes",NA
"353273032","Skoyles_2006","2413943838",">","1957453228","pos",NA,NA,"preadaptation",NA,NA,NA,""
"3026248206","Skoyles_2006","2413943838",">","989928573","pos",NA,NA,"preadaptation",NA,NA,NA,""
"3021555433","Skoyles_2006","2413943838",">","269975053","neg",NA,NA,"preadaptation",NA,NA,NA,"i.e. foot area"
"959578068","Skoyles_2006","1957453228",">","497384921","pos",NA,NA,"",NA,NA,NA,""
"2434136661","Skoyles_2006","989928573",">","497384921","pos",NA,NA,"",NA,NA,NA,""
"1660062289","Skoyles_2006","269975053",">","497384921","pos",NA,NA,"",NA,NA,NA,""
"1556140227","Skoyles_2006","497384921",">","2695952131","pos",NA,NA,"",NA,NA,NA,""
"1937375871","Skoyles_2006","2695952131",">","3495528798","",NA,NA,"",NA,NA,NA,""
"2866667954","dediu2007linguistic","1270498918",">","1317752949","none",NA,"historical linguistics","language change","review","","","It is generally acknowledged (22) that the process of language acquisition plays a major role in historical language change: language acquirers construct a grammar based on the language they hear around them, but the constructed grammar is not necessarily identical to that of their models, and the cumulative effect of such small differences over generations leads to language change."
"2653976910","dediu2007linguistic","1852676864","~","3996645437","none",NA,"phonetics; neurobiology","none","review","","","A later study by the same team (P. C. M. Wong, personal communication), focusing on the relationship between the anatomy of the primary auditory cortex and linguistic tone learning, found that the successful learners showed greater volume of left, but not right, Heschl's Gyrus, especially for gray matter."
"1618055669","dediu2007linguistic","3680325353",">","1852676864","none",NA,"neurobiology","none","hypothesis","","no","Although this correlation could be entirely due to environmental effects of previous experience, it could also point to a genetic component."
"2386321504","dediu2007linguistic","4264128334",">","1852676864","none",NA,"neurobiology","none","hypothesis","","no","Although this correlation could be entirely due to environmental effects of previous experience, it could also point to a genetic component."
"4053213809","dediu2007linguistic","2060055713","~","746919029","none",NA,"genetics; phonetics","none","statistical","","","Focusing on the distribution of Pearson's r for all pairs of linguistic features and alleles, we found that the correlations between tone and ASPM-D and between tone and MCPH-D are both highly significant (tone and ASPM-D: r = −0.53, P = 9.63 × 10−5; tone and MCPH-D: r = −0.54, P = 7.22 × 10−5) and their values are in the top 1.5% of the empirical distribution of correlations.  This result shows that, taken individually, tone and ASPM-D and tone and MCPH-D are highly significantly correlated and the strength of their relationship is >98.5% of all of the 25,558 correlations between linguistic features and alleles in our database."
"4163480300","dediu2007linguistic","197605813","~","746919029","none",NA,"phonetics; neurobiology","none","statistical","","","Focusing on the distribution of Pearson's r for all pairs of linguistic features and alleles, we found that the correlations between tone and ASPM-D and between tone and MCPH-D are both highly significant (tone and ASPM-D: r = −0.53, P = 9.63 × 10−5; tone and MCPH-D: r = −0.54, P = 7.22 × 10−5) and their values are in the top 1.5% of the empirical distribution of correlations.  This result shows that, taken individually, tone and ASPM-D and tone and MCPH-D are highly significantly correlated and the strength of their relationship is >98.5% of all of the 25,558 correlations between linguistic features and alleles in our database."
"2731415828","ember2007climate","3765143423",">","2689867344","pos",NA,"social interaction","language change","hypothesis","",NA,"The theory is that people in warmer climates generally spend more time outdoors and communicate at a distance more often than people in colder climates"
"2799585688","ember2007climate","2689867344",">","1072527045","pos",NA,"social interaction","language change","hypothesis","",NA,"The theory is that people in warmer climates generally spend more time outdoors and communicate at a distance more often than people in colder climates"
"1127043776","ember2007climate","1072527045",">","4045320403","pos",NA,"phonetics","language change","hypothesis","",NA,"it is adaptive to use syllables and sounds that are more easily heard and recognised at a distance, the CV syllable provides maximal contrast and is more audible at a distance than other syllables (for supporting evidence, see Jakobson and Halle 1968:441, as referred to by Munroe et al. 1996)"
"4214247889","ember2007climate","1072527045",">","3209295937","pos",NA,"phonetics","language change","hypothesis","",NA,"assuming equivalence of pitch, length, and stress, sounds with higher sonority (vowels more than consonants, the [a] sound more than the [i] sound) are more easily heard (see Fletcher 1953:82-88, as referred to in Fought et al. 2004:3)"
"4062476355","ember2007climate","186543927",">","3315872726","pos",NA,"phonetics","language change","review","",NA," A previous reviewer of one of our earlier articles suggested that communication in a warm, tropical forest would be quite different from communication in a warm and more open environment. In the former, the dense foliage would make distant communication quite difficult, despite the warm weather"
"528331993","ember2007climate","3315872726",">","3209295937","pos",NA,"phonetics","language change","review","",NA," A previous reviewer of one of our earlier articles suggested that communication in a warm, tropical forest would be quite different from communication in a warm and more open environment. In the former, the dense foliage would make distant communication quite difficult, despite the warm weather"
"2896466513","ember2007climate","3315872726",">","4045320403","pos",NA,"phonetics","language change","review","",NA," A previous reviewer of one of our earlier articles suggested that communication in a warm, tropical forest would be quite different from communication in a warm and more open environment. In the former, the dense foliage would make distant communication quite difficult, despite the warm weather"
"1506850262","ember2007climate","3999396400",">","1099789564","pos",NA,"climate","language change","review","",NA,"mountainous terrain would increase wind chill, especially at higher altitude"
"1945426075","ember2007climate","2348045514",">","1099789564","pos",NA,"climate","language change","review","",NA,"mountainous terrain would increase wind chill, especially at higher altitude"
"516585224","ember2007climate","1099789564",">","4258006462","pos",NA,"phonetics","language change","review","",NA," wind chill might necessitate keeping the mouth more closed"
"373584437","ember2007climate","4258006462",">","3209295937","neg",NA,"phonetics","language change","hypothesis","",NA,"wind chill might necessitate keeping the mouth more closed, and, hence, the language might have less sonority"
"3224034567","ember2007climate","578833886",">","3209295937","pos",NA,"phonetics","language change","hypothesis","",NA,"Lomax (1968) found that premarital sexual restrictiveness predicted two aspects of song style-less vocal width and greater nasality ... In Lomax's view, the singing voice reflects tension about sexuality (Lomax 1968:194)"
"3997575089","ember2007climate","1534566204","~","1125575675","pos",NA,"culture","language change","statistical","",NA,"premarital and extramarital sex frequency are correlated with each other (p = .35 in warmer climate, p < .04, one tail, n = 24; p = .40, p < .01, one tail, n = 36 in all climates),"
"1378882220","ember2007climate","578833886","~=","1125575675","pos",NA,"culture","language change","logical","",NA,"Given that premarital and extramarital sex frequency are correlated with each other ... we decided to create a factor score for the two variables. This factor score is significantly related to sonority in warmer climates (p = .42, p < .02, one tail, n = 24) and is significantly related to sonority (p = .32, p < .03, one tail, n = 36) regardless of climate"
"4293882824","ember2007climate","578833886","~=","1534566204","pos",NA,"culture","language change","logical","",NA,"Given that premarital and extramarital sex frequency are correlated with each other ... we decided to create a factor score for the two variables. This factor score is significantly related to sonority in warmer climates (p = .42, p < .02, one tail, n = 24) and is significantly related to sonority (p = .32, p < .03, one tail, n = 36) regardless of climate"
"948300383","ember2007climate","578833886",">","4258006462","neg",NA,"culture","language change","statistical","",NA,"sexual inhibition (at least with regard to premarital and extramarital sex) seems to discourage speaking with a wide open mouth, and sexual expressiveness may encourage it. ... we suggest that greater sexual expressiveness also affects sonority."
"2936908784","ember2007climate","3765143423","~=","3406085761","neg",NA,"climate","language change","logical","",NA,""
"2756249842","ember2007climate","578833886","~","4045320403","pos",NA,"phonetics","language change","statistical","",NA,"The factor score from Huber's data on premarital and extramarital sex is significantly and positively related (one tail) to the percentage of consonant-vowel syllables"
"1382438225","ember2007climate","2112386438","~","578833886","neg",NA,"culture","language change","statistical","",NA,"literacy is negatively related significantly [to The factor score from Huber's data on premarital and extramarital sex]"
"1348917704","ember2007climate","3651242078",">","4045320403","pos",NA,"culture","language change","statistical","",NA,"we add baby holding and literacy, previously found to be significant predictors ...baby holding and literacy both become significant [predictors of percentage of CV syllables] along with the factor score on sexuality derived from Huber. Baby holding and more sexuality are positive predictors; literacy is a negative predictor."
"4291795830","ember2007climate","2112386438",">","4045320403","neg",NA,"culture","language change","statistical","",NA,"we add baby holding and literacy, previously found to be significant predictors baby holding and literacy both become significant [predictors of percentage of CV syllables] along with the factor score on sexuality derived from Huber. Baby holding and more sexuality are positive predictors; literacy is a negative predictor."
"2193000686","hay2007phoneme","1746840506","<=>","1163238480","pos",NA,NA,"none","statistical","","","We have reported a positive correlation between how many phonemes a language has and how many speakers it has. This correlation exists both within the vowel inventory and within the consonant inventory. This is not an artifact of language family. We do not know what the underlying causes of this correlation are. But it is certainly intriguing, and we hope that this report will generate some discussion of the possible causes of such a relationship."
"2638534369","hunley07geneticCoevolution","3082542981",">","3719167349","pos",NA,"lexicon;genetics","language change","statistical","","null",NA
"1222483254","hunley07geneticCoevolution","1453643107",">","3719167349","pos",NA,"lexicon;genetics","language change","statistical","","",NA
"4002985835","hunley07geneticCoevolution","4093093174",">","3719167349","pos",NA,"lexicon;genetics","language change","statistical","","",NA
"2046682090","hunley07geneticCoevolution","3082542981",">","1154678184","pos",NA,"genetics","language change","statistical","","",NA
"1410623285","hunley07geneticCoevolution","1453643107",">","1154678184","pos",NA,"genetics","language change","statistical","","",NA
"2005841951","hunley07geneticCoevolution","3719167349","~","1154678184","pos",NA,"lexicon;genetics","language change","statistical","","",NA
"3710776784","lieberman2007quantifying","2139249206",">","3314850165","neg",NA,NA,"language change","statistical","","yes","The half-life of an irregular verb scales as the square root of its usage frequency"
"817778997","lieberman2007quantifying","2139249206",">","4049521367","neg",NA,NA,"language change","review","","","Linguists have suggested an evolutionary hypothesis underlying the frequency distribution of irregular verbs: uncommon irregular verbs tend to disappear more rapidly because they are less readily learned and more rapidly forgotten"
"3861937359","lieberman2007quantifying","4049521367",">","3314850165","pos",NA,NA,"language change","review","","","Linguists have suggested an evolutionary hypothesis underlying the frequency distribution of irregular verbs: uncommon irregular verbs tend to disappear more rapidly because they are less readily learned and more rapidly forgotten"
"1290836065","okanoya2007language","317801708",">>","2630474422","pos",NA,"early language evolution","preadaptation","hypothesis","","no","The failure of monkeys in this test was used to support the FLN argument: the ability to extract rules from auditory sequences exists in many classes of animals, but tasks requiring recursion are solvable only by humans."
"1607898209","okanoya2007language","3709090691",">>","317801708","pos",NA,"early language evolution","preadaptation","hypothesis","","no","Although the ventral premotor cortex and the frontal operculum were activated by both tasks, Broca's area (Broadmann Area 44, BA44) was activated by the context-free grammar task only."
"898672605","okanoya2007language","2719791222",">>","317801708","pos",NA,"early language evolution","preadaptation","hypothesis","","no","Technically, if context-free grammar is limited to recursion, an automaton that is connected with a stack memory (a ‘push-down automaton’) would be able to use such grammar [26]. A push-down automaton can handle a type 2 Chomsky hierarchy and can produce strings that have characteristics of context-free grammar. In biological terms ‘stack memory’, similar to memory performance, is often seen in animal navigation [27, 28], and the hippocampus might be involved in the underlying mechanism."
"1387205771","okanoya2007language","2390379791",">>","2630474422","pos",NA,"early language evolution","preadaptation","hypothesis","","no","Another important and unique aspect of human language is the abundance of learned tokens"
