"pk","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Confirmed","Notes"
"686277518","nettle2012social","1746840506","~","1795157602","pos",NA,"","cultural evolution","hypothesis","","none","in small communities, each learner acquires language from a smaller set of individuals than they would in a larger community [32]. There is no direct evidence for this proposition, but it may be plausible, given that small languages are generally spoken in isolated subsistence communities with low levels of political organization and economic development."
"4163919418","nettle2012social","1746840506","~","13986012","neg",NA,"","cultural evolution","hypothesis","",""," individuals in small communities acquire language from the same number of models as in large communities, but their social networks are more clus- tered. That is, if individual A is exposed to the speech of individuals B and C, then there is a high degree of expected overlap in the speech sample to which B and C were exposed as they learned. "
"3304989720","nettle2012social","1795157602",">","1152005270","pos",NA,"","","hypothesis","","",""
"1264604873","nettle2012social","13986012",">","1152005270","neg",NA,"","","hypothesis","","",""
"4098562177","nettle2012social","1152005270",">","1856389778","pos",NA,"","","hypothesis","","",""
"1943885479","nettle2012social","1856389778",">","1288341260","pos",NA,"","","hypothesis","","","It could be that when the input to language learning is very heterogeneous, these ﬁne distinctions are more likely to fail to be acquired, with the learner not able to discriminate the pattern among the noise. The learner would then develop a grammar lacking the morphological means to make a semantically important distinction, and would spontaneously innovate with a lexical strategy such as adding a word for ‘two’ or ‘yesterday’ to fulﬁl the appropriate communicative function."
"261045438","nettle2012social","1152005270",">","2390884688","pos",NA,"","","hypothesis","","",""
"3143518118","nettle2012social","2390884688",">","648399652","pos",NA,"","","hypothesis","","",""
"3443860228","nettle2012social","1746840506",">","1064001386","pos",NA,"","","hypothesis","","",""
"3996219986","nettle2012social","1064001386",">","4074667640","pos",NA,"","","hypothesis","","",""
"3836285640","nettle2012social","1064001386",">","3284661260","pos",NA,"","","review","","no","The empirical evidence thus far has not supported the proposal of a faster rate of change in smaller communities"
"3268168181","nettle2012social","4074667640",">","668831871","pos",NA,"","","review","","no","[The empirical evidence thus far has not supported] small languages having more extreme levels of complexity than large languages, because the relation- ships between linguistic parameters and population size are linear, rather than inﬂected"
"506326252","nettle2012social","1746840506",">","3270569964","pos",NA,"","","review","","yes",""
"2217290300","nettle2012social","3270569964",">","314479007","pos",NA,"","","review","","yes",""
"4263925928","nettle2012social","314479007",">","1856389778","pos",NA,"","","review","","yes",""
"2828156063","nettle2012social","314479007",">","2045423383","pos",NA,"","","review","","yes",""
"3065751308","nettle2012social","2045423383",">","1288341260","pos",NA,"","","hypothesis","","",""
"1098474191","nettle2012social","3270569964",">","847633490","pos",NA,"","","hypothesis","","",""
"139703357","nettle2012social","3270569964",">","1250707072","pos",NA,"","","hypothesis","","",""
"527872568","nettle2012social","1250707072",">","2016767557","pos",NA,"","","hypothesis","","",""
"994136202","nettle2012social","847633490",">","2016767557","pos",NA,"","","hypothesis","","",""
"3310817347","bentz2013languages","634707713","~=","2949246489","pos",NA,"morphology","language change","statistical","typological",NA,""
"1462863154","bentz2013languages","264262316",">","634707713","neg","3554226544","morphology","language change","statistical","typological",NA,"languages spoken by many second language speakers tend to have relatively small nominal case systems or no nominal case at all"
"552922672","thomas2014self","437593210",">","360233333","pos",NA,"transmission","preadaptation",NA,"","",""
"1868351487","thomas2014self","2252199623",">","360233333","pos",NA,"transmission","preadaptation",NA,"","",""
"1722501165","thomas2014self","3550963897",">","1706533394","pos",NA,"learning","preadaptation",NA,"","",""
"2847694601","thomas2014self","3550963897",">","3262232893","pos",NA,"learning","preadaptation",NA,"","",""
"2000754996","thomas2014self","1706533394",">","437593210","pos",NA,"learning","preadaptation",NA,"","",""
"2754530904","thomas2014self","3262232893",">","437593210","pos",NA,"learning","preadaptation",NA,"","",""
"3228754550","thomas2014self","1706533394",">","2252199623","pos",NA,"learning","preadaptation",NA,"","",""
"3126708775","thomas2014self","3262232893",">","2252199623","pos",NA,"learning","preadaptation",NA,"","",""
"1357404800","thomas2014self","478750561",">","3807270984","pos",NA,"genetics","preadaptation",NA,"","","Deacon"
"1691586691","thomas2014self","3807270984",">","2107924262","pos",NA,"genetics","preadaptation",NA,"","none","Belyaev"
"801078196","thomas2014self","2107924262",">","3550963897","pos",NA,"genetics","preadaptation",NA,"","","Belyaev"
"2524690947","bentz2016learning","1746840506",">","264262316","",NA,"","","","",NA,""
"3204791347","bentz2016learning","264262316",">","3507217186","pos",NA,"morphology","language change","hypothesis","",NA,"A theory currently gaining ground at the interface of historical linguistics, linguistic typology and sociolinguistics maintains that reduction in morphological complexity might be driven by learning pressures, namely imperfect learning by non-native adults (McWhorter, 2002; McWhorter, 2011; Trudgill, 2011; Wray and Grace, 2007). Adults learning a foreign language often lack the breadth of exposure to the target language that a native speaker would have. Thus, they only partially learn the range of inflectional variants of a word, and omit morphological markers in their language production (Papadopoulou et al., 2011; Haznedar, 2006; Gurel, 2000). If non-native speakers represent a considerable part of the overall speaker population, they might drive the language towards morphological simplification."
"1237901007","bentz2016learning","3507217186",">","1883821886","neg",NA,"morphology","language change","hypothesis","",NA,"Imperfect (non-native) learning is simulated via less exposure. “Native” learners have six training blocks to learn the artificial language epsilon, whereas “non-native” imperfect learners have only half of the training blocks"
"1700438561","bentz2016learning","1883821886",">","634707713","pos","118594166","morphology","language change","statistical","corpus",NA,""
"3623085000","bentz2016learning","634707713",">","2648048303","neg",NA,"morphology","language change","statistical","corpus",NA,"morphological loss is the main driver for entropy reduction"
"2175034228","bentz2016learning","1883821886",">","634707713","pos","118594166","morphology","language change","experiment","iterated learning",NA,"In other words, the entropy drop in word forms over 10 generations of learning is mainly due to loss of morphological markers (e.g. losing plural marking -l , or agreement marking -o and -i ), rather than a change in the base vocabulary (e.g. replacing vocabulary or using the noun seg where fuv should actually be used) "
"885956972","bentz2016learning","634707713","~=","2173829393","pos",NA,"morphology","language change","statistical","corpus",NA,"To tease apart inflectional complexity ( C_infl ) we can estimate the difference in [lexical] entropy before ( H_raw ) and after lemmatization ( H_lem ):"
"4245175252","evolang11_101","1449984324",">","4234049328",NA,NA,NA,NA,"review","",NA,"Psycholinguistic research has linked de pendency length minimization to the ease of processing (Grodner & Gibson, 2005) and cross-linguistic investigations have found evidence for this preference at the level of language structure (Futrell, Mahowald, & Gibson, 2015) suggesting a correlation between processing performance and grammar. Prior work, however, has not directly tested the causality underlying this correlation."
"3203872482","evolang11_101","4234049328",">","480931906",NA,NA,NA,NA,"experiment","artificial language learning",NA,"In Experiment 1 , we directly probe the causal link between processing biases in individual language learners and the preference for shorter dependencies observed cross - linguistically. "
"3324872820","evolang11_119","332200502",">","97154764","neg",NA,"morphology","cultural evolution","simulation","communication game",NA,"Kirby, S. (2001). Spontaneous evolution of linguistic structure-an iterated learning model of the emergence of regularity and irregularity. IEEE Transactions on Evolutionary Computation, 5(2), 102-110."
"1299397132","evolang11_119","3652897234",">","97154764","pos",NA,"morphology","cultural evolution","simulation","communication game",NA,""
"941006650","evolang11_119","2914318925",">","4039950675","pos",NA,"morphology","language change","simulation","communication game",NA,"[Native speakers] extend inflections based on type frequency (i.e., apply the inflection used across most items in the vocabulary), while non-natives extend inflections based on token frequency (i.e., apply the inflection from the most frequent item in the vocabulary)"
"627516796","evolang11_119","3174384451",">","4039950675","pos",NA,"morphology","language change","simulation","communication game",NA,"Non-natives’ input is skewed towards irregular types with high token frequency, and thus they are more likely extend quasiregularity when inflecting novel forms, especially when novel forms exhibit phonological similarity with existing irregulars (Cuskley et al., 2015)"
"432130557","evolang11_119","264262316",">","2914318925","pos",NA,"morphology","language change","simulation","communication game",NA,"agent types have a first preference for extending inflections based on phonological similarity"
"3694910762","evolang11_119","4039950675",">","97154764","pos",NA,"morphology","language change","simulation","communication game",NA,""
"3953400978","evolang11_119","97154764",">","634707713","neg",NA,"morphology","language change","simulation","communication game",NA,"Results from this framework support recent theories that the relative proportion of native and non-native speakers in a population has the potential to affect the structure of language"
"1261534694","evolang11_132","1677719953",">","2623675570","pos",NA,"emotion","preadaptation","experiment","rating",NA,NA
"4221571512","evolang11_132","2623675570",">","44688436","pos",NA,"emotion","preadaptation","experiment","rating",NA,NA
"2510729772","evolang11_132","44688436",">","3316682815","pos",NA,"emotion","preadaptation","experiment","rating",NA,NA
"1593534034","evolang11_133","3728429901",">","2989167207","pos",NA,"stories","language change","experiment","iterated learning",NA,"stories are subject to competing pressures for stability and conservation on the one hand, and innovation and novelty on the other."
"1085653692","evolang11_133","860257038",">","2989167207","pos",NA,"stories","language change","experiment","iterated learning",NA,""
"3347811107","evolang11_146","3957177614",">","18175701","pos",NA,"syntax","preadaptation","review","neuroscience",NA,NA
"1058233064","evolang11_146","3957177614",">","2921807489","pos",NA,"syntax","preadaptation","review","neuroscience",NA,NA
"1849673175","evolang11_146","515980582",">","18175701","pos",NA,"syntax","preadaptation","review","neuroscience",NA,NA
"3202508532","evolang11_146","3394978948",">","18175701","pos",NA,"syntax","preadaptation","review","neuroscience",NA,NA
"2245192684","evolang11_146","515980582",">","2921807489","pos",NA,"syntax","preadaptation","review","neuroscience",NA,NA
"2283111579","evolang11_146","3394978948",">","2921807489","pos",NA,"syntax","preadaptation","review","neuroscience",NA,NA
"772183856","evolang11_148","180492691",">","4186929669","pos",NA,"lexicon","preadaptation","statistical","corpus","yes",NA
"2851006599","evolang11_148","1039442205",">","4186929669","neg",NA,"lexicon","preadaptation","statistical","corpus","yes",NA
"2731655423","evolang11_165","1746840506",">","958826836","pos",NA,"phonetcs; phonology","language change","model","",NA,"We predict that within parameter regions without added noise, ILM chains break evenly across these two orthogonal dimensions of compositionality. Under our hypothesis, the introduction of noise into the transmission of one of these dimensions will disrupt the stability of induction and expression and the languages will evolve robustness to this noise."
"1562857044","evolang11_165","958826836",">","634707713","neg",NA,"phonetcs; phonology","language change","model","",NA,"We predict that within parameter regions without added noise, ILM chains break evenly across these two orthogonal dimensions of compositionality. Under our hypothesis, the introduction of noise into the transmission of one of these dimensions will disrupt the stability of induction and expression and the languages will evolve robustness to this noise."
"3713914962","evolang11_166","1485536576",">","2173828041","neg",NA,"vocal learning","coevolution","experiment","behavioural",NA,NA
"127316244","evolang11_166","2390379791",">>","2173828041","pos",NA,"vocal learning","preadaptation","experiment","behavioural",NA,NA
"1459000169","evolang11_166","1729858907",">","2173828041","pos",NA,"vocal learning","coevolution","experiment","behavioural",NA,NA
"1436067702","evolang11_19","4252797091",">","1923061136","neg",NA,"lexicon;morphology","language change","simulation","",NA,"When the network is divided into groups within which agents strongly influence one another but between which influence is weak, small initial differences in behavior between the groups can be amplified into distinct stable dialects, as long as the disparity in influence between and within the groups is large. This is consistent with what was already observed by Dall’Asta et al. (2006). However, we find that multiple dialects also emerge when agents are embedded in space and interact only with their neighbors, even if the degree of influence between interacting agents is uniform."
"786394353","evolang11_19","4252797091",">","100272041","pos",NA,"lexicon;morphology","language change","simulation","",NA,""
"1177701147","evolang11_19","448567049",">","1170070059","pos",NA,"lexicon;morphology","language change","simulation","",NA,"regularization is a side-effect of variation in social influence between speakers"
"1663954424","evolang11_19","1170070059",">","2203045387","pos",NA,"lexicon;morphology","language change","simulation","",NA,""
"4102226653","evolang11_200","3311416630",">","2120484002","pos",NA,"music","preadaptation","review","neuroscience",NA,""
"1181873512","evolang11_200","3346752815",">","2120484002","pos",NA,"music","preadaptation","review","neuroscience",NA,""
"3941751456","evolang11_200","2133638551",">","2120484002","pos",NA,"music","preadaptation","review","neuroscience",NA,""
"736061629","evolang11_200","1729858907",">","2120484002","pos",NA,"music","preadaptation","review","neuroscience",NA,""
"1431683966","evolang11_200","893780426",">","1935032986","pos","3232904263","music","preadaptation","review","neuroscience",NA,"Based on Fitch (2012)  The biology and evolution of rhythm: unravelling a paradox"
"614707777","evolang11_200","1935032986",">","2120484002","pos","3232904263","music","preadaptation","review","neuroscience",NA,"Based on Fitch (2012)  The biology and evolution of rhythm: unravelling a paradox"
"2673607592","evolang11_200","2120484002",">","2921807489","pos",NA,"music","preadaptation","review","neuroscience",NA,"Based on Fitch (2012)  The biology and evolution of rhythm: unravelling a paradox"
"1679695380","evolang11_203","1178518429",">","640463382","pos",NA,"speech production","coevolution","experiment","rating",NA,NA
"2857134857","evolang11_203","1178518429",">","1951258035","pos",NA,"speech production","coevolution","experiment","rating",NA,NA
"2492164042","evolang11_26","843552729",">>","2490613752",NA,NA,"cultural transmission","preadaptation","review",NA,NA,"Emulation (ToM - 0) is when an individual copies the end - state or 'goal' that a conspecific has produced, without theorizing about the conspecific's behaviour in production (Huang & Charman , 2005)."
"1679921894","evolang11_26","1810583129",">>","2032488354",NA,NA,"cultural transmission","preadaptation","review",NA,NA,"Imitation ( ToM - 1 ) is process - oriented , and cop ies a conspecific's behaviour in order to produce a goal (Tomasello , 1996). It requires theorizing a relationship between the intended a ctions and goal. "
"2388036441","evolang11_26","1566348642",">>","4035123759",NA,NA,"cultural transmission","preadaptation","hypothesis",NA,NA,"Teaching ( ToM - 2 ) is the intentional conferring of knowledge to a conspecific. The author argues that it requires theorizing that another is capable of thinking about the teacher's thoughts."
"1588175893","evolang11_26","1810583129",">>","3159418287",NA,NA,"cultural transmission","preadaptation","review",NA,NA,"ToM makes word reference possible, since it requires a shared knowledge of a linguistic symbol to be anchored to a referent. Identifying ToM - 1 in the archaeological record is theref ore argued to denote the ability for word reference. "
"4239953398","evolang11_26","1566348642",">>","120602183",NA,NA,"cultural transmission","preadaptation","review",NA,NA,"Mental - state verbs (such as 'know', 'think', ' remember'), as well as the complement structure to organize mental - state verbs, is key in ToM - 2 's maturation (de Villers , 2007 ) ; therefore , it is argued that ToM - 2 in the archaeological record denotes the presence of complementation and lexical items to describe mental states. "
"298626495","evolang11_26","1566348642",">>","4274934821",NA,NA,"cultural transmission","preadaptation","review",NA,NA,""
"2477599129","evolang11_26","2490613752",">","2313336171",NA,NA,"cultural transmission","preadaptation","experiment",NA,NA,""
"471030798","evolang11_26","2032488354",">","2313336171",NA,NA,"cultural transmission","preadaptation","experiment",NA,NA,""
"4076835796","evolang11_26","4035123759",">","2313336171",NA,NA,"cultural transmission","preadaptation","experiment",NA,NA,""
"2084016281","evolang11_26","2313336171",">","1234637650",NA,NA,"","","",NA,NA,"if language ability and ToM [Theory of Mind] ability are correlated, and ToM enables different CTs [Cultural Transmission modes] , and CTs impact rates of copy error in material culture, we can measure stone tool assemblage variability to deduce language ability amongst Palaeolithic stone tool makers."
"1265711859","evolang11_37","3285458657","<=>","1068849574","pos","2945862312","symbolic communication","coevolution","hypothesis",NA,NA,NA
"3825157769","evolang11_37","3285458657",">","3758064816","pos","2945862312","symbolic communication","coevolution","hypothesis",NA,NA,NA
"1605128186","evolang11_37","3758064816",">","940624965","pos","2945862312","symbolic communication","coevolution","hypothesis",NA,NA,NA
"3042581574","evolang11_37","940624965",">","3159418287","pos","2945862312","symbolic communication","coevolution","hypothesis",NA,NA,NA
"3590319770","evolang11_37","678234908",">","3159418287","pos","2945862312","symbolic communication","coevolution","hypothesis",NA,NA,NA
"2129877919","evolang11_37","3285458657",">>","678234908","","2945862312","symbolic communication","coevolution","hypothesis",NA,NA,NA
"3487802320","evolang11_37","2633609834",">>","678234908","","2945862312","symbolic communication","coevolution","hypothesis",NA,NA,NA
"3362723576","evolang11_39","1528297764",">","373431183","pos",NA,"syntax","cultural evolution","experiment","artificial language learning",NA,""
"2451656156","evolang11_39","373431183",">","713541941","pos",NA,"syntax","cultural evolution","experiment","artificial language learning",NA,""
"1165631358","evolang11_39","713541941",">","4142609081","pos",NA,"syntax","cultural evolution","experiment","artificial language learning",NA,"Greenberg universal 20"
"4280743550","evolang11_41","2946571707",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3756523789","evolang11_41","3531317487",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2979202940","evolang11_41","783146326",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1917972305","evolang11_41","3340951790",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1089758279","evolang11_41","3103527398",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2464959174","evolang11_41","1364337790",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3008766042","evolang11_41","385842807",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3750407578","evolang11_41","185910222",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2341454685","evolang11_41","2160070134",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3997397780","evolang11_41","1957664777",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"4243690436","evolang11_41","642826741",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1662581231","evolang11_41","2351957768",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3094239157","evolang11_41","2032206206",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"604578997","evolang11_41","2957159192",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3584387862","evolang11_41","301336298",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3128749712","evolang11_41","3468700364",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3186138885","evolang11_41","887391502",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3694011511","evolang11_41","3442928966",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1161629887","evolang11_41","3287138866",">","3441684338","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"577405070","evolang11_41","2946571707",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"4116564780","evolang11_41","3531317487",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2959573558","evolang11_41","783146326",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"984684602","evolang11_41","3340951790",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1526444419","evolang11_41","3103527398",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"4119014756","evolang11_41","1364337790",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3995476469","evolang11_41","385842807",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"145512508","evolang11_41","185910222",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3782808376","evolang11_41","2160070134",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"250817453","evolang11_41","1957664777",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1706242300","evolang11_41","642826741",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3471628806","evolang11_41","2351957768",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3702008966","evolang11_41","2032206206",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3902355370","evolang11_41","2957159192",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3705097563","evolang11_41","301336298",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2718764355","evolang11_41","3468700364",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"328715476","evolang11_41","887391502",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2589351528","evolang11_41","3442928966",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3606303673","evolang11_41","3287138866",">","143681438","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3447933582","evolang11_41","143681438",">","3448599304","neg",NA,"genetics","coevolution","review","neuroscience; genetics",NA,"clinical evidence suggests that deviations from this growth trajectory entail cognitive/language deficits (see, e.g., Knight et al. 2014).  See also Boeckx, C., & Benítez-Burraco, A. (2014). The shape of the human language-ready brain. Frontiers in Psychology, 5, 282. "
"1288577507","evolang11_41","3441684338",">","3448599304","neg","1248830528","genetics","coevolution","review","neuroscience; genetics",NA,"Wilkins, A. S, Wrangham, R., W & Fitch, W. T. (2014). The “domestication syndrome” in mammals: a unified explanation based on neural crest cell behavior and genetics. Genetics, 197, 795–808"
"499688240","evolang11_41","3550963897",">","2946571707","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3238415677","evolang11_41","3550963897",">","3531317487","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2404655917","evolang11_41","3550963897",">","783146326","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1415626548","evolang11_41","3550963897",">","3340951790","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"130766990","evolang11_41","3550963897",">","3103527398","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1407540800","evolang11_41","3550963897",">","1364337790","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1091075436","evolang11_41","3550963897",">","385842807","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"973660438","evolang11_41","3550963897",">","185910222","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2320142084","evolang11_41","3550963897",">","2160070134","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3609459779","evolang11_41","3550963897",">","1957664777","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2143113895","evolang11_41","3550963897",">","642826741","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1673849516","evolang11_41","3550963897",">","2351957768","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1565619470","evolang11_41","3550963897",">","2032206206","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"339962783","evolang11_41","3550963897",">","2957159192","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"4154909139","evolang11_41","3550963897",">","301336298","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"962711261","evolang11_41","3550963897",">","3468700364","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"2858663738","evolang11_41","3550963897",">","887391502","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3169538768","evolang11_41","3550963897",">","3442928966","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"3212322519","evolang11_41","3550963897",">","3287138866","pos",NA,"genetics","coevolution","review","neuroscience; genetics",NA,""
"1588439926","evolang11_48","264262316",">","1883821886","neg",NA,"morphology","language change","hypothesis","","",""
"193311242","evolang11_48","1883821886",">","634707713","neg",NA,"morphology","language change","experiment","","","We found that ‘non-native’ speakers (participants given less input data, which we use as a proxy for the reduced exposure characterising adult learning) produced simpler morphological systems"
"4138385159","evolang11_48","1746840506",">","1795157602","pos",NA,"morphology","language change","hypothesis","","",""
"3736122891","evolang11_48","1795157602",">","1770868261","pos",NA,"morphology","language change","","","",""
"3849751603","evolang11_48","1770868261",">","634707713","neg",NA,"morphology","language change","experiment","","","We found that mixing input from multiple speakers nullified the simplifications introduced by non-native learners in Experiment 1. While the output of individuals may be simplified, such simplifications tend to be idiosyncratic, and therefore mixing the output of one or more non-native speakers with the output of native speakers yields a system which is itself complex and variable, and which did not lead to the acquisition of a simpler language by our second generation."
"2817992833","evolang11_48","1746840506",">","3011025056","pos",NA,"morphology","language change","review","","",""
"3413911616","evolang11_48","3011025056",">","2367146783","pos",NA,"morphology","language change","experiment","","","after training on a miniature language (which includes irregular forms for native learners but only regular forms for non-native learners), participants interact in pairs, taking turns to de- scribe scenes for each other. Our results show that a speaker who acquires a more complex language than their partner may simplify their output in interaction, in particular by using (inferred) regular forms instead of irregulars"
"983885665","evolang11_48","2367146783",">","634707713","neg",NA,"morphology","language change","experiment","","null",""
"2176729670","evolang11_57","2576999303",">","1535144982",NA,NA,"phonetics","language change","experiment","production","","the subtle details of how clicks are produced may indeed be driven by palate shape"
"33975789","evolang11_57","1535144982",">","2134468155",NA,NA,"phonetics","language change","experiment","production","no","The results indicate that the presence of an alveolar ridge certainly does not prevent an individual from learning to produce click sounds"
"928080302","evolang11_57","1535144982",">","1930925482",NA,NA,"phonetics","language change","experiment","production","","The aim of the click study was to ascertain whether and to what extent vocal tract morphology influences (1) the ability to learn to produce clicks and (2) the productions of those that successfully learn to produce these sounds"
"663202818","evolang11_57","445369745",">","1930925482",NA,NA,"phonetics","language change","experiment","production","",""
"1295940467","evolang11_57","1742566378",">","2576999303",NA,NA,"phonetics","language change","review","","",""
"302379557","evolang11_74","1534875632",">","3316682815","pos","360233333","morphology","cultural evolution","experiment","iterated communication game",NA,"Authors find ""sublexical structure"" similar to cranberry morphemes."
"1811262477","evolang11_74","534647626",">","3316682815","pos","360233333","morphology","cultural evolution","experiment","iterated communication game",NA,"Authors find ""sublexical structure"" similar to cranberry morphemes."
"3544534421","evolang11_74","1534875632",">","2653787294","pos",NA,"morphology","cultural evolution","experiment","iterated communication game",NA,"Authors find ""sublexical structure"" similar to cranberry morphemes."
"2549890512","evolang11_74","534647626",">","2653787294","pos",NA,"morphology","cultural evolution","experiment","iterated communication game",NA,"Authors find ""sublexical structure"" similar to cranberry morphemes."
"1498956582","evolang11_78","3868282092",">","1321198580","pos",NA,"morphology","cultural evolution","experiment","iterated communication game",NA,"Meanings were triangles and ""sublexical structure was driven by shape-based sound symbolism"""
"2400075466","evolang11_78","1321198580",">","3316682815","pos",NA,"morphology","cultural evolution","experiment","iterated communication game",NA,"Meanings were triangles and ""sublexical structure was driven by shape-based sound symbolism"""
"2741868842","evolang11_8","3709090691",">","1290018447","pos",NA,"lexicon; syntax","preadaptation","review","aphasia",NA,NA
"497412005","evolang11_8","229917296",">","7789961","pos",NA,"lexicon; syntax","preadaptation","review","aphasia",NA,NA
"788822419","evolang11_85","1565682765",">","634707713","neg",NA,"morphology","language change","statistical","corpus","yes",NA
"657786048","evolang11_93","3011025056",">","3800752878","neg",NA,"lexicon","language change","statistical","mixed effects regression","yes",NA
"1164153952","regier2016languages","3765143423",">","2571402292",NA,NA,"semantics;lexicon","language change","statistical","",NA,"physical environment (a warm climate) shapes local cultural communicative needs (there is less need to communicate precisely and informatively about ice and snow than there would be in a colder climate) � in the Twitter dataset � temperature is negatively associated with probability of mention of ice or snow."
"1398046192","regier2016languages","2571402292",">","4089669229",NA,NA,"semantics;lexicon","language change","statistical","",NA,"local cultural communicative needs (there is less need to communicate precisely and informatively about ice and snow than there would be in a colder climate) ... shape the category system of a language (allowing a broad and relatively uninformative semantic category encompassing both ice and snow)"
"1001065648","rogers2016stick","4068186295",">","1923061136","neg",NA,"signalling","cultural evolution","experiment","communication game","no","Participants’ communication behaviour was predicted by how informative they perc eived the different shape descriptions to be. When their personal shape description was perceived to be more informative than their addressee’s description, there was a strong bias to communicate egocentrically. By contrast, when their addressee’s shape description was perceived to be more informative, there was a strong bias to take their addressee’s perspective. When the shape descriptions were perceived to be equally informative, there was a moderate bias to communicate egocentrically. "
"874763669","rogers2016stick","1341298867",">","1923061136","pos",NA,"signalling","cultural evolution","experiment","communication game","yes","Participants’ communication behaviour was predicted by how informative they perceived the different shape descriptions to be. When their personal shape description was perceived to be more informative than their addressee’s description, there was a strong bias to communicate egocentrically. By contrast, when their addressee’s shape description was perceived to be more informative, there was a strong bias to take their addressee’s perspective. When the shape descriptions were perceived to be equally informative, there was a moderate bias to communicate egocentrically. "
"3451049801","Blasi_Moran_SLE_2017","4202478006",">","2387964722","pos",NA,NA,"language change","review","",NA,NA
"4253597579","Blasi_Moran_SLE_2017","4202478006",">","1162835510","pos",NA,NA,"language change","review","",NA,NA
